P_NAME,P_DETECTION,P_MASS,P_RADIUS,P_FLUX,P_TEMP_SURF,P_PERIOD,P_DISTANCE,P_DENSITY,P_GRAVITY,P_ESI
CoRoT-30 b,Transit,921.707,11.31,89.191968,,9.06005,0.084402068,0.63709628,7.205559,0.089615713
Kepler-424 b,Transit,327.35,9.98,365.67448,844.28976,3.3118644,0.044,0.32932198,3.2866334,0.089505491
HIP 67522 b,Transit,72.4,10.07,301.80552,1002.6914,6.959503,0.076343181,0.07090064,0.71396944,0.08946776
HD 65216 c,Radial Velocity,645.1949,13.4,0.021728629,625.52049,5370,5.8330875,0.26814922,3.5931995,0.089435558
HD 46375 b,Radial Velocity,71.8,10,359.83005,596.34667,3.023573,0.039878983,0.0718,0.718,0.089404974
TYC 1422-614-1 b,Radial Velocity,794.5,13.3,47.106947,690.59713,198.4,0.691242,0.33770616,4.4914919,0.089390081
CoRoT-13 b,Transit,415.704,9.92,454.84104,638.55238,4.03519,0.051,0.42584268,4.2243594,0.089371693
HR 8799 e,Imaging,3178.3,13.115,0.020335456,,20815.6,16.5845,1.4089319,18.478142,0.089352257
WASP-145 A b,Transit,282.8687,10.088,303.8918,,1.7690381,0.0261,0.2755305,2.7795516,0.089311137
Kepler-1517 b,Transit,68.7,9.76,1243.9725,1127.6792,5.5460837,0.078,0.073893678,0.7212023,0.089068777
WASP-60 b,Transit,174.8065,9.864,722.31577,473.53979,4.305,0.05548,0.18213709,1.7966002,0.088907336
HD 59686 A b,Radial Velocity,2199.3836,12.7,56.3487,,299.36,1.0873575,1.073717,13.636206,0.088734849
HAT-P-12 b,Transit,67.059,10.749,142.34347,325.36751,3.2130598,0.0384,0.053994918,0.58039137,0.088733732
K2-308 b,Transit,70.6,9.916,930.5349,,3.38628,0.045408135,0.072409433,0.71801194,0.088176401
HAT-P-11 c,Radial Velocity,731.009,13.3,0.020017866,382.89714,3407,4.8758801,0.31071899,4.1325626,0.088166401
HD 150010 b,Radial Velocity,762.78818,13.3,49.958376,,562,1.428,0.32422689,4.3122176,0.088165183
gam Lib b,Radial Velocity,357.87479,13.7,45.934794,310.4958,414.88,1.3358832,0.13917762,1.9067334,0.088135675
TOI-5542 b,Transit,419.5335,11.31,103.46518,681.21286,75.12375,0.33205378,0.2899872,3.2797552,0.087987532
KOI-94 d,Transit,106,11.27,106.27251,251.30403,22.342989,0.16844075,0.074051544,0.8345609,0.087961158
CoRoT-29 b,Transit,270.1555,10.088,542.36346,,2.85057,0.038729773,0.2631471,2.654628,0.087739955
BD+20 274 b,Radial Velocity,1334.886,13,55.195931,1298.2536,578.2,1.328665,0.6075949,7.8987337,0.08764565
11 Com b,Radial Velocity,4914.8985,12.2,70.529631,,323.21,1.2113633,2.7066684,33.021355,0.087643878
55 Cnc d,Radial Velocity,1232.493,13,0.018057015,501.0698,5574.2,6.0073367,0.56098908,7.292858,0.08758419
GJ 2030 c,Radial Velocity,4069.1571,12.3,0.014580267,,25533.114,16.775088,2.1866996,26.896405,0.087529697
WASP-105 b,Transit,572.094,10.761,168.21994,394.27417,7.87288,0.075,0.45910233,4.9404002,0.087499908
TOI-4201 b,Transit,788.21445,13.675,47.560384,,3.5819194,0.04003362,0.30822112,4.2149237,0.087496282
mu Leo b,Radial Velocity,762.8,13.3,51.997287,713.52444,357.8,1.104455,0.32423192,4.3122845,0.087369434
HAT-P-61 b,Transit,335.94463,10.077,852.42782,,1.9023129,0.030292173,0.3283023,3.3083023,0.087089899
HAT-P-17 c,Radial Velocity,1080.6,13.1,0.017801296,,5584,6.02588,0.48067449,6.2968358,0.086847358
WASP-129 b,Transit,317.83,10.424,329.67895,457.00014,5.748145,0.063089382,0.28060259,2.9250014,0.086640909
HD 43691 b,Radial Velocity,810.4665,13.2,56.004941,,36.9987,0.238754,0.35238164,4.6514377,0.086433168
HAT-P-3 b,Transit,206.5895,10.536,292.06284,353.00412,2.8997,0.03866,0.17663671,1.8610443,0.086294852
TOI-1811 b,Transit,308.92921,11.142,143.17157,,3.7130765,0.043949339,0.22334154,2.4884715,0.086177122
HD 72659 c,Radial Velocity,5977.081,12.1,0.012248899,821.95851,18207.721,14.016797,3.3739064,40.824268,0.086176143
TOI-2337 b,Transit,508.52545,10.088,2458.1723,,2.99432,0.044597593,0.49533324,4.9969217,0.086173188
HATS-74 A b,Transit,464.02947,11.568,107.10464,532.99236,1.7318561,0.023863077,0.29975796,3.4676001,0.086108284
TOI-3693 b,Transit,324.18498,12.599,68.520245,,9.088516,0.0813,0.16210061,2.0423056,0.086003123
HD 2952 b,Radial Velocity,284.77425,13.9,48.775772,1117.366,312.08,1.1574136,0.10603673,1.4739105,0.085993753
HD 11506 d,Radial Velocity,2346.5271,12.6,0.014541244,,14723.575,12.257763,1.173043,14.780342,0.085943381
WASP-45 b,Transit,306.38812,10.604,294.00433,426.29897,3.126089,0.039666638,0.25695837,2.7247865,0.085810718
55 Cnc b,Radial Velocity,263.9785,13.9,49.40534,456.53838,14.6516,0.1134,0.098293354,1.3662776,0.085730217
HD 83443 c,Radial Velocity,476.74261,13.6,0.018921609,,8241,10.3104,0.18952532,2.5775444,0.085699426
HD 457 b,Radial Velocity,8445.3364,11.9,0.010622017,,20324.582,17.822085,5.0115962,59.637995,0.085571268
BD+48 738 b,Radial Velocity,289.2253,13.9,49.987841,,392.6,1.02,0.10769409,1.4969479,0.085492126
HIP 105854 b,Radial Velocity,2606.1,12.6,71.304484,939.23137,184.2,0.810162,1.3028051,16.415344,0.085409351
Kepler-15 b,Transit,209.76,10.76,251.13235,,4.942782,0.057242852,0.1683782,1.8117494,0.08540029
HD 27894 d,Radial Velocity,2063.6599,12.7,0.01443862,824.04044,5019.5424,5.677417,1.007458,12.794717,0.085336469
WASP-56 b,Transit,143.0235,10.536,402.21215,,4.6171,0.05614,0.12228695,1.2884153,0.085281235
HD 11112 b,Radial Velocity,2598.5651,12.6,0.013882996,,17244.908,13.923395,1.2990383,16.367883,0.085263156
ups Leo b,Radial Velocity,162.09249,14.2,47.829359,,385.2,1.240416,0.056610613,0.80387071,0.085146248
HD 166724 b,Radial Velocity,1207.7479,13,0.015525159,724.6324,5144,6.8800288,0.54972597,7.1464376,0.084992504
HD 108147 b,Radial Velocity,82.95,10.9,227.72201,2265.4429,10.8985,0.1163259,0.06405262,0.69817355,0.084931679
TOI-2421 b,Transit,105.83686,10.368,925.55097,653.10727,4.3474032,0.0543,0.094962465,0.98457084,0.084911246
WASP-43 b,Transit,565.714,10.424,742.03316,432.33312,0.813475,0.0142,0.49945196,5.2062872,0.084813323
WASP-126 b,Transit,90.3,10.435,727.20924,,3.28883,0.04562738,0.079471313,0.82928315,0.08476727
WASP-162 b,Transit,1652.716,11.209,165.68413,478.03605,9.62468,0.095302904,1.1735393,13.154202,0.084752996
K2-232 b,Transit,126.49634,11.209,166.94509,522.81634,11.168454,0.10700668,0.08982089,1.0068024,0.084704371
HD 285507 b,Radial Velocity,311.4734,13.8,53.267652,,6.0881,0.060243,0.11851783,1.6355461,0.084674734
HIP 57274 c,Radial Velocity,130,14.2,48.94446,600.57222,32.03,0.1782225,0.045402349,0.64471335,0.084666819
BD-210397 b,Radial Velocity,214,14,0.019600669,718.89702,1891,2.64315,0.077988338,1.0918367,0.084660225
TOI-2158 b,Transit,260.61929,10.761,303.35008,718.07221,8.60077,0.07518375,0.20914557,2.2506154,0.084655407
HAT-P-19 b,Transit,88.03847,11.299,155.14573,,4.0087832,0.046102676,0.061031277,0.6895924,0.084641928
Kepler-75 b,Transit,3209.9,11.77,110.8688,1180.9609,8.8849116,0.09508841,1.968621,23.170669,0.084615337
HD 114783 c,Radial Velocity,603.87397,13.4,0.016966941,,4352,5.00625,0.25097584,3.3630762,0.08460658
WASP-23 b,Transit,280.95,10.783,297.48196,,2.9444256,0.037672267,0.22408368,2.4162943,0.084581542
HD 173416 b,Radial Velocity,585.1221,13.4,59.454786,,322.03,1.1830499,0.24318238,3.2586439,0.08445601
Kepler-425 b,Transit,79.45,10.962,233.88416,,3.7970182,0.04892648,0.060314886,0.66117178,0.084411371
HD 240237 b,Radial Velocity,5050.3187,12.2,91.465624,,745.70001,2.0736,2.7812453,33.931193,0.084266687
HD 28192 b,Radial Velocity,99.79812,12.2,91.537162,909.92775,14.23283,0.11863814,0.054959512,0.67050605,0.084257754
HATS-69 b,Transit,183.38791,10.593,545.59196,837.92611,2.2252577,0.036434591,0.15428148,1.6343037,0.084188369
Kepler-74 b,Transit,200.22,10.76,352.12587,853.61035,7.340711,0.0781,0.16072027,1.7293501,0.084169313
HD 43197 c,Radial Velocity,2500.6739,12.6,0.012822109,,9295.9735,8.6347983,1.2501019,15.751284,0.084164169
HAT-P-15 b,Transit,616.5902,11.882,109.37785,,10.8635,0.098241825,0.36755977,4.3673452,0.084117214
TOI-1199 b,Transit,75.96099,10.514,809.73448,699.82913,3.671463,0.049902446,0.065356186,0.68715494,0.084073882
HD 194490 b,Radial Velocity,3561.903,12.4,0.011728254,,13092.183,11.46616,1.8681727,23.165342,0.084047628
alf Ari b,Radial Velocity,572.07,13.4,61.610094,,380.8,1.2375,0.2377578,3.1859546,0.08385448
TAP 26 b,Radial Velocity,527.5978,13.5,60.013546,,10.79,0.0968,0.21443796,2.8949125,0.0838455
HD 168746 b,Radial Velocity,85.8141,11.1,225.65628,,6.404,0.0704235,0.06274653,0.69648649,0.083710755
TOI-1259 A b,Transit,140.16233,11.456,155.17122,363.77672,3.477978,0.0407,0.093224979,1.0679854,0.083702604
GJ 317 b,Radial Velocity,794.5,13.3,0.015556647,707.30883,695.66,1.15382,0.33770616,4.4914919,0.083619689
TOI-172 b,Transit,1722.6386,10.817,374.18646,,9.47725,0.098019936,1.3610488,14.722464,0.083616787
HD 108202 b,Radial Velocity,953.48522,13.1,0.014623595,776.30104,2990,4.20024,0.42413106,5.5561169,0.083590888
HD 99283 b,Radial Velocity,308.29355,13.8,56.495892,,310.4,1.1016,0.11730788,1.6188487,0.083585522
Wendelstein-1 b,Transit,188.15536,11.561,145.05512,,2.663416,0.02820203,0.12176722,1.4077508,0.083564921
Kepler-77 b,Transit,136.661,10.761,443.99898,,3.5787809,0.04501,0.10966971,1.1801558,0.08352784
HD 68988 c,Radial Velocity,4767.4261,12.3,0.010714867,,16000,14.5365,2.5619381,31.511839,0.083510657
HD 62549 b,Radial Velocity,2707.5802,12.6,0.012192465,,14306.885,11.975223,1.3535356,17.054549,0.083510343
TOI-5153 b,Transit,1036.1206,11.882,117.08237,,20.33003,0.1586542,0.61764889,7.3389042,0.083483332
TOI-1478 b,Transit,270.47333,11.882,119.05554,448.76771,10.180249,0.090326006,0.16123369,1.9157788,0.083334031
HR 5183 b,Radial Velocity,1052.012,13.1,0.014190121,301.85915,27000,24.3504,0.46795794,6.130249,0.08314438
Kepler-685 b,Transit,78.8,10.58,1266.2173,1864.9022,1.6255222,0.0265,0.066537919,0.70397118,0.083143399
CoRoT-28 b,Transit,153.82972,10.705,672.73742,897.02442,5.20851,0.060366601,0.125395,1.3423535,0.083066795
WISEP J121756.91+162640.2 A b,Imaging,6992,10.468,1.27E-08,,,8,6.0955132,63.807832,0.083043617
HD 25015 b,Radial Velocity,2884.9284,12.5,0.011255398,560.43768,6134.427,6.6112618,1.4770834,18.463542,0.083041293
HATS-47 b,Transit,117.27927,12.52,88.112155,1382.4734,3.9228038,0.042855296,0.059759681,0.7481912,0.083037241
K2-97 b,Transit,152.5584,10.61,1150.2067,842.17734,8.406726,0.0880812,0.12772914,1.3552061,0.0830286
TOI-2524 b,Transit,203.41018,11.209,245.10619,,7.18585,0.073,0.14443488,1.6189705,0.082661304
TOI-481 b,Transit,486.2799,11.097,292.81962,315.61296,10.33111,0.098135337,0.35585212,3.948891,0.082638
HD 213472 b,Radial Velocity,1112.3994,13.1,0.013449887,,17000,14.82585,0.49481957,6.4821364,0.082380614
HD 30177 c,Radial Velocity,1954.6447,12.7,0.011539982,1325.3592,12085.452,10.265801,0.9542379,12.118821,0.082332262
HD 360 b,Radial Velocity,238.37131,14,58.047619,,273.1,0.98946729,0.086870011,1.2161802,0.08225375
HD 92788 c,Radial Velocity,1166.4361,13,0.012801124,,11611.298,11.6109,0.53092221,6.9019888,0.082183154
WASP-32 b,Transit,835.8929,10.761,1004.6333,,2.71866,0.0394,0.67079952,7.2184736,0.082166304
TOI-1273 b,Transit,70.55791,11.097,355.2329,560.10551,4.631296,0.054983036,0.051633189,0.5729735,0.081992252
TOI-2567 b,Transit,63.88351,10.929,562.67997,,5.983944,0.0672,0.048938144,0.53484497,0.081929078
HATS-10 b,Transit,167.17858,10.862,750.02074,475.9013,3.312846,0.050546227,0.13045215,1.4169712,0.081877583
HATS-77 b,Transit,436.69623,13.058,78.369646,1061.1204,3.0876262,0.036106521,0.19613245,2.5610975,0.081865362
TOI-1420 b,Transit,25.1,11.89,141.85718,1073.2392,6.9561063,0.07202595,0.01493235,0.17754564,0.081862701
HS Psc b,Radial Velocity,464.02947,13.6,66.904942,767.31372,3.986,0.045085575,0.18447131,2.5088099,0.081644354
HD 5891 b,Radial Velocity,2425.0429,12.6,96.31783,,177.11,0.641568,1.2122935,15.274899,0.081624122
TIC 237913194 b,Transit,617.22586,12.52,100.40393,,15.168865,0.14065322,0.31450759,3.937635,0.081586221
HD 109749 b,Radial Velocity,85.8141,11.1,409.4961,,5.239891,0.0615,0.06274653,0.69648649,0.081571614
Qatar-9 b,Transit,378.2177,11.31,275.7835,499.18203,1.540731,0.0234,0.26142916,2.9567638,0.081561732
HD 66428 c,Radial Velocity,560.64931,13.5,0.014405063,,10478.844,9.6095617,0.22787149,3.0762651,0.081531861
HIP 67851 b,Radial Velocity,498.35494,13.5,69.465553,,88.87622,0.48295653,0.20255243,2.7344578,0.081522158
17 Sco b,Radial Velocity,1373.0187,12.9,85.515952,,578.38,1.45261,0.63959834,8.2508186,0.08151397
HATS-76 b,Transit,835.57088,12.094,129.93507,,1.9416423,0.026631087,0.47236031,5.7127256,0.081433081
OGLE-TR-111 b,Transit,174.799,11.422,243.29795,,4.0144463,0.05419634,0.11730391,1.3398452,0.081412312
HD 6434 b,Radial Velocity,155.7367,14.2,58.091415,1130.6044,21.998,0.142023,0.054390861,0.77235023,0.081411713
11 UMi b,Radial Velocity,4684.8142,12.3,115.34834,,516.21997,1.534896,2.5175438,30.965789,0.081365972
CoRoT-27 b,Transit,3302.11,11.287,301.79044,,3.57532,0.047700555,2.2964445,25.91997,0.081364856
NGC 2682 Sand 978 b,Radial Velocity,692.8694,13.3,75.335443,,511.21,1.4071477,0.29450757,3.9169506,0.081270804
HD 113538 c,Radial Velocity,295.57,13.8,0.015420013,,1818,2.4888,0.11246648,1.5520374,0.081258951
HD 145457 b,Radial Velocity,888.01257,13.2,78.303675,,176.13,0.7666943,0.38609779,5.0964909,0.081211631
TOI-2207 b,Transit,203.41018,11.153,424.38516,1140.882,8.001968,0.086692785,0.14662147,1.6352693,0.081151609
HIP 54597 b,Radial Velocity,762.78818,13.3,0.013003957,,3274,4.0018,0.32422689,4.3122176,0.080991954
WASP-34 b,Transit,177.9848,11.209,398.73572,,4.31768,0.05244192,0.12638115,1.4166063,0.080971684
HD 130322 b,Radial Velocity,365.49,13.7,68.061142,,10.70871,0.092538896,0.14213918,1.9473067,0.080945898
HD 80883 b,Radial Velocity,1748.0562,12.8,0.010505195,,6383.7835,6.5951463,0.83353817,10.669289,0.080761937
HD 95127 b,Radial Velocity,3378.5329,12.4,117.01016,2480.4111,482,1.287744,1.7719975,21.972769,0.080717401
HD 233604 b,Radial Velocity,2089.644,12.7,100.9026,,192,0.74793375,1.0201432,12.955819,0.080632579
WASP-157 b,Transit,182.43442,11.19,481.72469,479.22941,3.951623,0.0499,0.13020166,1.4569566,0.080622058
HAT-P-52 b,Transit,259.98494,11.31,363.48494,533.2748,2.7535953,0.0369808,0.17970509,2.0324646,0.080621694
XO-2 N b,Transit,179.89178,11.131,603.21853,,2.6158618,0.036814426,0.13043939,1.4519209,0.080533274
Qatar-6 b,Transit,212.31044,11.904,171.12729,2332.941,3.506195,0.0423,0.12586141,1.4982542,0.080506376
eps CrB b,Radial Velocity,2129.461,12.7,102.27201,,417.9,1.307865,1.0395815,13.202685,0.080493809
CI Tau b,Radial Velocity,3686.828,12.4,120.74761,687.43184,8.9891,0.084223224,1.9336943,23.97781,0.080439191
HD 17156 b,Radial Velocity,1115.5833,12.33,126.34797,,21.21663,0.20041474,0.59513128,7.3379686,0.080415087
HD 174205 b,Radial Velocity,1334.8793,13,90.149332,957.147,582,1.836,0.60759186,7.8986941,0.08041008
WASP-106 b,Transit,514.8846,11.433,314.2399,,9.28971,0.0917,0.34453178,3.9390319,0.080352335
WASP-171 b,Transit,344.52772,10.985,1849.8603,932.13685,3.8186244,0.0504,0.2599106,2.8551179,0.0802346
K2-30 b,Transit,184.02357,11.646,236.85838,,4.098503,0.04839,0.11650461,1.3568126,0.080228109
HR 2562 b,Imaging,9534.9,12.442,0.008241532,705.01792,,20.3,4.95046,61.593623,0.080181139
HAT-P-27 b,Transit,197.05,11.43,336.41861,,3.039577,0.04,0.13195861,1.508287,0.080144734
WASP-6 b,Transit,117.5971,11.545,284.1426,504.80448,3.36101,0.042222712,0.076421367,0.88228468,0.080058261
HR 8799 d,Imaging,3000,13,0.010677941,,37000,28.32,1.3654984,17.751479,0.079978316
TYC 0434-04538-1 b,Radial Velocity,1938.763,12.7,107.72248,,193.2,0.662112,0.94648462,12.020355,0.079975992
NGTS-25 b,Transit,203.09235,11.467,339.10684,,2.823093,0.0388,0.13469272,1.5445214,0.079901586
WASP-89 b,Transit,1875.197,11.657,253.73902,,3.3564227,0.043495266,1.1838223,13.799816,0.07986484
HD 81817 b,Radial Velocity,7668.5638,12,175.32401,,1021.2016,3.2482096,4.4378263,53.253915,0.079831694
WASP-91 b,Transit,425.8922,11.545,302.41028,464.15315,2.798581,0.037,0.27676927,3.1953013,0.079830325
WASP-83 b,Transit,95.349,11.657,256.03302,456.75879,4.971252,0.059,0.060194353,0.70168558,0.079827062
WASP-10 b,Transit,1001.12,12.106,160.42536,326.53746,3.0927616,0.037852296,0.56426632,6.8310081,0.079821269
HD 110537 b,Radial Velocity,8612.832,11.9,0.00511572,958.00559,24469.673,18.057814,5.1109907,60.820789,0.079754291
HD 185283 b,Radial Velocity,413.17693,13.6,0.013018201,1118.9344,4060,4.61127,0.16425528,2.2338718,0.079660512
TOI-2497 b,Transit,1531.9329,11.142,1101.5926,,10.655669,0.11881686,1.1075167,12.339951,0.079654343
HD 112640 b,Radial Velocity,1589.15,12.9,101.15434,706.24249,613.2,1.74896,0.74027957,9.5496064,0.079630539
HD 28185 c,Radial Velocity,6241.8321,12.1,0.006019806,,17417.921,13.270867,3.5233515,42.632553,0.079626929
Kepler-48 f,Radial Velocity,298.581,13.8,0.013815989,1867.4405,5219.6819,5.7198559,0.11361218,1.5678481,0.079613342
HAT-P-68 b,Transit,230.10892,12.016,185.47343,,2.2984055,0.029985181,0.13263364,1.5937258,0.079413065
HD 60292 b,Radial Velocity,2065.895,12.7,114.35475,1088.8712,495.4,1.554675,1.0085492,12.808575,0.079411646
HD 12235 c,Radial Velocity,3135.6951,12.5,0.007737111,,36336.707,22.546215,1.6054759,20.068448,0.079354444
HD 1397 b,Transit,131.89945,11.5,392.38932,1239.2289,11.53533,0.1131556,0.086726029,0.99734934,0.07927807
Kepler-432 b,Transit,1719.4603,12.834,108.46861,559.1873,52.501129,0.34066872,0.81340352,10.439221,0.079252541
WASP-117 b,Transit,95.349,11.882,220.18557,472.57377,10.02165,0.09884655,0.05683914,0.67536266,0.079241946
GJ 3512 b,Radial Velocity,146.20107,14.3,0.015398022,,203.69,0.3696216,0.049996826,0.71495462,0.079154938
HATS-4 b,Transit,420.471,11.433,496.1575,492.89261,2.516729,0.036203059,0.28135552,3.2167376,0.079097563
HD 113996 b,Radial Velocity,2002.329,12.7,118.43738,,610.2,1.66272,0.9775169,12.414465,0.079095302
CoRoT-3 b,Transit,6883.91,11.32,735.6879,,4.2568,0.05783,4.7456522,53.720783,0.079061404
HD 219139 b,Radial Velocity,247.90616,14,71.021166,,275.5,0.945687,0.09034481,1.2648273,0.079037738
47 UMa d,Radial Velocity,521.22,13.5,0.011877236,1209.1871,14002,11.74848,0.21184576,2.8599177,0.07892382
AB Aur b,Imaging,2860.4557,12.5,0.007303469,,,101.412,1.4645533,18.306916,0.07889747
HIP 63242 b,Radial Velocity,2917.56,12.5,137.31095,,124.6,0.57994425,1.4937907,18.672384,0.078875612
HD 104985 b,Radial Velocity,1766.8081,12.8,115.31031,,199.68,0.71578972,0.84247976,10.783741,0.078844807
HD 151450 c,Radial Velocity,1636.1806,12.8,0.008606557,748.00852,18144.762,14.265555,0.78019173,9.9864541,0.078775909
HD 63454 b,Radial Velocity,79.4575,12.31,159.91162,,2.81805,0.04,0.042595207,0.524347,0.078764662
91 Aqr b,Radial Velocity,1017,13.1,100.45285,,181.4,0.70025515,0.45238382,5.9262281,0.078752705
WASP-53 b,Transit,677.61356,12.038,204.84057,,3.3098443,0.041028454,0.38843564,4.6759882,0.078751612
CoRoT-17 b,Transit,772.29,11.43,640.61654,,3.7681,0.0461,0.51718,5.9113674,0.078625359
CoRoT-16 b,Transit,170.032,13.11,101.87317,,5.35227,0.06516501,0.075461006,0.98929378,0.078561072
WASP-99 b,Transit,772.3269,11.433,679.14372,366.18986,5.75251,0.0717,0.51679767,5.9085478,0.078512157
HD 66141 b,Radial Velocity,1906.9,12.8,120.97737,1079.2957,480.5,1.20294,0.90928078,11.638794,0.07841855
WASP-42 b,Transit,167.49641,12.576,138.64704,,4.9816819,0.056207824,0.084212763,1.0590597,0.078418033
42 Dra b,Radial Velocity,1233.13,13,109.08642,,479.1,1.275918,0.56127902,7.2966272,0.078401175
HATS-54 b,Transit,239.32479,11.377,951.91145,,2.5441765,0.037,0.1625191,1.8489798,0.078387843
HD 195019 b,Radial Velocity,1264.9634,13,109.84129,,18.20132,0.140007,0.5757685,7.4849905,0.078335266
2MASS J01225093-2439505 b,Imaging,7786.5,11.209,7.05E-06,,,52,5.5289375,61.97386,0.078268075
HD 18438 b,Radial Velocity,6674.3966,12.1,211.71119,,803,2.1105,3.7675229,45.587027,0.078249312
K2-99 b,Transit,308.2951,11.73,365.06835,,18.251985,0.16258259,0.19101725,2.2406323,0.078162762
HD 11755 b,Radial Velocity,1789.3829,12.8,126.51179,263.03917,433.70001,1.1096745,0.85324426,10.921526,0.078038714
KPS-1 b,Transit,346.4347,11.545,613.04936,270.03485,1.706291,0.0269,0.22513322,2.599163,0.078029026
HATS-14 b,Transit,340.39593,11.646,466.05183,695.38264,2.7667641,0.038534628,0.21550334,2.5097519,0.078001988
Kepler-548 b,Transit,97.431511,11.99,256.91508,781.59886,4.4541943,0.0495,0.056525171,0.67773681,0.077956885
NGTS-12 b,Transit,66.10864,11.747,380.02156,1076.3327,7.532806,0.0757,0.040782826,0.47907586,0.077951308
Kepler-428 b,Transit,403.63,12.11,222.73937,668.68211,3.5256325,0.04434786,0.22727466,2.7522961,0.077946742
TOI-2184 b,Transit,206.58846,11.4,1439.4913,986.23212,6.90683,0.082031396,0.13944133,1.5896311,0.077866885
WASP-69 b,Transit,92.1707,12.442,166.25045,403.50217,3.86814,0.04525,0.047854446,0.59540502,0.077831461
HD 100655 b,Radial Velocity,511.7063,13.5,93.271343,,157.57001,0.682754,0.20797899,2.8077163,0.077725034
WASP-8 b,Transit,807.2882,12.666,143.44149,211.90451,8.15872,0.083948805,0.3972923,5.0321043,0.07771493
HIP 5158 c,Radial Velocity,4780.1632,12.2,0.004680766,706.32397,9017.76,7.77546,2.6324688,32.116119,0.077672111
